document name,begin offset,end offset,context left,text,context right
skylax_syntaxtrees_ud.conllu,762,767,Λιγύων ἀπὸ Ἐμπορίου ,μέχρι, Ῥοδανοῦ ποταμοῦ δύο
skylax_syntaxtrees_ud.conllu,820,823,μιᾶς νυκτός. Λίγυες. ,ἀπὸ, Ῥοδανοῦ ποταμοῦ ἔχονται
skylax_syntaxtrees_ud.conllu,855,860,ποταμοῦ ἔχονται Λίγυες ,μέχρι, Ἀντίου. ἐν ταύτῃ
skylax_syntaxtrees_ud.conllu,869,871,Λίγυες μέχρι Ἀντίου. ,ἐν, ταύτῃ τῇ χώρᾳ
skylax_syntaxtrees_ud.conllu,1016,1019,δ’ ἐστὶ ταύτης ,ἀπὸ, Ῥοδανοῦ ποταμοῦ μέχρι
skylax_syntaxtrees_ud.conllu,1036,1041,ἀπὸ Ῥοδανοῦ ποταμοῦ ,μέχρι, Ἀντίου ἡμερῶν δύο
skylax_syntaxtrees_ud.conllu,1076,1079,καὶ νυκτῶν δύο. ,ἀπὸ, δὲ Ἡρακλείων στηλῶν
skylax_syntaxtrees_ud.conllu,1100,1105,δὲ Ἡρακλείων στηλῶν ,μέχρι, Ἀντίου ἡ χώρα
skylax_syntaxtrees_ud.conllu,1151,1154,αὕτη εὐλίμενος. Τυρρηνοί. ,ἀπὸ, δὲ Ἀντίου Τυρρηνοὶ
skylax_syntaxtrees_ud.conllu,1180,1185,Ἀντίου Τυρρηνοὶ ἔθνος ,μέχρι, Ῥώμης πόλεως. παράπλους
skylax_syntaxtrees_ud.conllu,1255,1259,νυκτῶν τεσσάρων. Κύρνος. ,κατὰ, δὲ Τυρρηνίαν κεῖται
skylax_syntaxtrees_ud.conllu,1302,1305,Κύρνος. ἔστι δὲ ,ἀπὸ, Τυρρηνίας ὁ πλοῦς
skylax_syntaxtrees_ud.conllu,1324,1327,Τυρρηνίας ὁ πλοῦς ,εἰς, Κύρνον ἡμέρας καὶ
skylax_syntaxtrees_ud.conllu,1365,1367,ἡμίσεως. καὶ νῆσος ,ἐν, μέσῳ τῷ πλῷ
skylax_syntaxtrees_ud.conllu,1451,1454,ἔρημοι νῆσοι. Σαρδώ. ,ἀπὸ, δὲ Κύρνου νήσου
skylax_syntaxtrees_ud.conllu,1471,1474,δὲ Κύρνου νήσου ,εἰς, Σαρδὼ νῆσον πλοῦς
skylax_syntaxtrees_ud.conllu,1530,1532,καὶ νῆσος ἐρήμη ,ἐν, τῷ μεταξύ. ἀπὸ
skylax_syntaxtrees_ud.conllu,1544,1547,ἐν τῷ μεταξύ. ,ἀπὸ, Σαρδοῦς δὲ εἰς
skylax_syntaxtrees_ud.conllu,1559,1562,ἀπὸ Σαρδοῦς δὲ ,εἰς, Λιβύην πλοῦς ἡμέρας
skylax_syntaxtrees_ud.conllu,1595,1598,ἡμέρας καὶ νυκτός. ,εἰς, δὲ Σικελίαν ἀπὸ
skylax_syntaxtrees_ud.conllu,1611,1614,εἰς δὲ Σικελίαν ,ἀπὸ, Σαρδοῦς πλοῦς ἡμερῶν
skylax_syntaxtrees_ud.conllu,1670,1673,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,1692,1695,"τὴν ἤπειρον, ὅθεν ",εἰς, τὴν Κύρνον ἐξετραπόμην.
skylax_syntaxtrees_ud.conllu,1755,1760,Τυρρηνίας ἔχονται Λατῖνοι ,μέχρι, τοῦ Κιρκαίου. καὶ
skylax_syntaxtrees_ud.conllu,1987,1989,πόλεις Ἑλληνίδες αὗται ,ἐν," τῇ Καμπανίᾳ· Κύμη,"
skylax_syntaxtrees_ud.conllu,2019,2023,"Καμπανίᾳ· Κύμη, Νεάπολις. ",κατὰ, ταῦτά ἐστι Πιθηκοῦσσα
skylax_syntaxtrees_ud.conllu,2238,2243,δὲ ἔχονται Λευκανοὶ ,μέχρι, Θουρίας. ὁ πλοῦς
skylax_syntaxtrees_ud.conllu,2269,2273,πλοῦς δέ ἐστι ,παρὰ, Λευκανίαν ἡμερῶν ϛʹ
skylax_syntaxtrees_ud.conllu,2291,2293,παρὰ Λευκανίαν ἡμερῶν ,ϛʹ, καὶ νυκτῶν ϛʹ.
skylax_syntaxtrees_ud.conllu,2335,2337,Λευκανία ἐστὶν ἀκτή. ,ἐν, ταύτῃ πόλεις εἰσὶν
skylax_syntaxtrees_ud.conllu,2501,2505,καὶ πόλις. Σικελία. ,κατὰ, δὲ Ῥήγιόν ἐστι
skylax_syntaxtrees_ud.conllu,2536,2539,"ἐστι Σικελία νῆσος, ",ἀπὸ, τῆς Εὐρώπης ἀπέχουσα
skylax_syntaxtrees_ud.conllu,2572,2575,ἀπέχουσα στάδια ιβʹ ,ἐπὶ, Πελωριάδα ἀπὸ Ῥηγίου.
skylax_syntaxtrees_ud.conllu,2586,2589,ιβʹ ἐπὶ Πελωριάδα ,ἀπὸ, Ῥηγίου. ἐν δὲ
skylax_syntaxtrees_ud.conllu,2598,2600,Πελωριάδα ἀπὸ Ῥηγίου. ,ἐν, δὲ Σικελίᾳ ἔθνη
skylax_syntaxtrees_ud.conllu,2773,2776,πόλεις δ’ εἰσὶν ,ἀπὸ, Πελωριάδος Ἑλληνίδες αἵδε·
skylax_syntaxtrees_ud.conllu,2862,2865,"Νάξος, Κατάνη, Λεοντῖνοι· ",εἰς, τοὺς Λεοντίνους δὲ
skylax_syntaxtrees_ud.conllu,2885,2889,τοὺς Λεοντίνους δὲ ,κατὰ, Τηρίαν ποταμὸν ἀνάπλους
skylax_syntaxtrees_ud.conllu,2914,2916,Τηρίαν ποταμὸν ἀνάπλους ,κʹ, σταδίων. Σύμαιθος ποταμὸς
skylax_syntaxtrees_ud.conllu,3038,3040,"Συράκουσαι, καὶ λιμένες ",ἐν, αὐτῇ δύο· τούτων
skylax_syntaxtrees_ud.conllu,3067,3072,τούτων ὁ ἕτερος ,ἐντὸς," τείχους, ὁ δ’"
skylax_syntaxtrees_ud.conllu,3098,3102,δ’ ἄλλος ἔξω. ,μετὰ, δὲ ταύτην πόλις
skylax_syntaxtrees_ud.conllu,3150,3153,καὶ Πάχυνος ἀκρωτήριον. ,ἀπὸ, Παχύνου δὲ πόλεις
skylax_syntaxtrees_ud.conllu,3245,3248,"Σελινοῦς, Λιλύβαιον ἀκρωτήριον. ",ἀπὸ, δὲ Λιλυβαίου πόλις
skylax_syntaxtrees_ud.conllu,3370,3374,μάλιστα σταδίων ͵αφʹ. ,μετὰ, δὲ Ἱμέραν πόλιν
skylax_syntaxtrees_ud.conllu,3453,3456,λιμήν. ἔστι δὲ ,ἀπὸ, Μυλῶν ἐπὶ Λιπάραν
skylax_syntaxtrees_ud.conllu,3463,3466,δὲ ἀπὸ Μυλῶν ,ἐπὶ, Λιπάραν νῆσον πλοῦς
skylax_syntaxtrees_ud.conllu,3519,3522,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,3554,3557,"ἤπειρον, ὅθεν ἐξετραπόμην. ",ἀπὸ, γὰρ Ῥηγίου πόλεις
skylax_syntaxtrees_ud.conllu,3654,3656,"καὶ νῆσος Καλυψοῦς, ",ἐν, ᾗ Ὀδυσσεὺς ᾤκει
skylax_syntaxtrees_ud.conllu,3673,3677,ᾗ Ὀδυσσεὺς ᾤκει ,παρὰ," Καλυψοῖ, καὶ ποταμὸς"
skylax_syntaxtrees_ud.conllu,3743,3745,Θουρία πόλις. οὗτοι ,ἐν, τῇ Λευκανίᾳ Ἕλληνες.
skylax_syntaxtrees_ud.conllu,3776,3780,Λευκανίᾳ Ἕλληνες. Ἰαπυγία. ,μετὰ, δὲ τὴν Λευκανίαν
skylax_syntaxtrees_ud.conllu,3818,3823,Ἰάπυγές εἰσιν ἔθνος ,μέχρι, Ὑρίωνος ὄρους τοῦ
skylax_syntaxtrees_ud.conllu,3842,3844,Ὑρίωνος ὄρους τοῦ ,ἐν, τῷ κόλπῳ τῷ
skylax_syntaxtrees_ud.conllu,3874,3878,τῷ Ἀδρίᾳ. παράπλους ,παρὰ, τὴν Ἰαπυγίαν ἓξ
skylax_syntaxtrees_ud.conllu,3917,3919,καὶ ἓξ νυκτῶν. ,ἐν, δὲ τῇ Ἰαπυγίᾳ
skylax_syntaxtrees_ud.conllu,4023,4026,"καὶ λιμήν, Ὑδροῦς ",ἐπὶ, τῷ τοῦ Ἀδρίου
skylax_syntaxtrees_ud.conllu,4099,4102,μετὰ δὲ Ἰάπυγας ,ἀπὸ, Ὑρίωνος Δαυνῖται ἔθνος
skylax_syntaxtrees_ud.conllu,4133,4135,Δαυνῖται ἔθνος ἐστίν. ,ἐν, δὲ τούτῳ τῷ
skylax_syntaxtrees_ud.conllu,4247,4250,"Βορεοντῖνοι, Πευκετιεῖς διήκοντες ",ἀπὸ, δὲ τοῦ Τυρσηνικοῦ
skylax_syntaxtrees_ud.conllu,4278,4281,τοῦ Τυρσηνικοῦ πελάγους ,εἰς, τὸν Ἀδρίαν. παράπλους
skylax_syntaxtrees_ud.conllu,4407,4409,"Ὀμβρικοί, καὶ πόλις ",ἐν, αὐτοῖς Ἀγκών ἐστι.
skylax_syntaxtrees_ud.conllu,4474,4477,"τιμᾷ Διομήδην, εὐεργετηθὲν ",ὑπ’, αὐτοῦ· καὶ ἱερόν
skylax_syntaxtrees_ud.conllu,4573,4577,καὶ νυκτός. Τυρρηνοί. ,μετὰ, δὲ τὸ Ὀμβρικὸν
skylax_syntaxtrees_ud.conllu,4625,4628,δὲ καὶ οὗτοι ,ἀπὸ, τοῦ Τυρρηνικοῦ πελάγους
skylax_syntaxtrees_ud.conllu,4660,4663,Τυρρηνικοῦ πελάγους ἔξωθεν ,εἰς, τὸν Ἀδρίαν κόλπον.
skylax_syntaxtrees_ud.conllu,4693,4695,κόλπον. καὶ πόλις ,ἐν, αὐτοῖς Ἑλληνὶς Σπῖνα
skylax_syntaxtrees_ud.conllu,4743,4746,ποταμός· καὶ ἀνάπλους ,εἰς, τὴν πόλιν κατὰ
skylax_syntaxtrees_ud.conllu,4757,4761,εἰς τὴν πόλιν ,κατὰ, ποταμὸν ὡς εἴκοσι
skylax_syntaxtrees_ud.conllu,4817,4820,Τυρρηνία ἐστὶν διήκουσα ,ἀπὸ, τῆς ἔξωθεν θαλάττης
skylax_syntaxtrees_ud.conllu,4841,4844,τῆς ἔξωθεν θαλάττης ,ἕως, εἰς τὸν Ἀδρίαν
skylax_syntaxtrees_ud.conllu,4845,4848,ἔξωθεν θαλάττης ἕως ,εἰς, τὸν Ἀδρίαν κόλπον.
skylax_syntaxtrees_ud.conllu,4902,4905,παράπλους ἡμέρας μιᾶς ,ἀπὸ, †πόλεων πόλεως· καὶ
skylax_syntaxtrees_ud.conllu,5025,5028,"ἀπολειφθέντες τῆς στρατείας, ",ἐπὶ," στενῶν μέχρι Ἀδρίου,"
skylax_syntaxtrees_ud.conllu,5036,5041,"στρατείας, ἐπὶ στενῶν ",μέχρι," Ἀδρίου, διήκοντες ἀπὸ"
skylax_syntaxtrees_ud.conllu,5060,5063,"μέχρι Ἀδρίου, διήκοντες ",ἀπὸ, τῆς ἔξωθεν θαλάττης
skylax_syntaxtrees_ud.conllu,5084,5087,τῆς ἔξωθεν θαλάττης ,ἕως, εἰς τὸν Ἀδρίαν
skylax_syntaxtrees_ud.conllu,5088,5091,ἔξωθεν θαλάττης ἕως ,εἰς, τὸν Ἀδρίαν κόλπον.
skylax_syntaxtrees_ud.conllu,5220,5222,καὶ ποταμὸς Ἠριδανὸς ,ἐν, αὐτοῖς. Ἐνετῶν δὲ
skylax_syntaxtrees_ud.conllu,5257,5260,δὲ παράπλους ἐστὶν ,ἐπ’, εὐθείας ἀπὸ Πίσης
skylax_syntaxtrees_ud.conllu,5269,5272,ἐστὶν ἐπ’ εὐθείας ,ἀπὸ, Πίσης πόλεως ἡμέρας
skylax_syntaxtrees_ud.conllu,5383,5386,ὁ ποταμὸς καὶ ,εἰς, τὸν Πόντον ἐκβάλλει
skylax_syntaxtrees_ud.conllu,5407,5409,τὸν Πόντον ἐκβάλλει ,ἐν, διεσκεδασμένῃ εὐνῇ ὡς
skylax_syntaxtrees_ud.conllu,5441,5444,ὡς ὁ Νεῖλος ,εἰς, Αἴγυπτον. παράπλους δὲ
skylax_syntaxtrees_ud.conllu,5552,5554,Λιβυρνοί εἰσιν ἔθνος. ,ἐν, δὲ τούτῳ τῷ
skylax_syntaxtrees_ud.conllu,5585,5589,ἔθνει πόλεις εἰσὶ ,παρὰ," θάλατταν Ἀρσίας Δασσάτικα,"
skylax_syntaxtrees_ud.conllu,5789,5793,τοῖς πλησιοχώροις ἀνδράσι. ,κατὰ, ταύτην τὴν χώραν
skylax_syntaxtrees_ud.conllu,6128,6132,παροικοῦσιν οἱ Ἰλλυριοὶ ,παρὰ, θάλατταν μέχρι Χαονίας
skylax_syntaxtrees_ud.conllu,6142,6147,Ἰλλυριοὶ παρὰ θάλατταν ,μέχρι, Χαονίας τῆς κατὰ
skylax_syntaxtrees_ud.conllu,6160,6164,μέχρι Χαονίας τῆς ,κατὰ, Κέρκυραν τὴν Ἀλκινόου
skylax_syntaxtrees_ud.conllu,6494,6497,ἐλάσσω τῆς Πελοποννήσου. ,ἀπὸ, δὲ χερρονήσου .
skylax_syntaxtrees_ud.conllu,6529,6533,. νῆσός ἐστι ,παρὰ, στόμιον ὀρθόν· ταύτην
skylax_syntaxtrees_ud.conllu,6663,6666,χώρας ἡμέρας μακρᾶς ,ἐπὶ, Νέστον ποταμόν. Νέστοι.
skylax_syntaxtrees_ud.conllu,6697,6700,ποταμόν. Νέστοι. πλοῦς ,ἀπὸ, δὲ Νέστου ἐστι
skylax_syntaxtrees_ud.conllu,6806,6808,μιᾶς. εἰσὶ δὲ ,ἐν, τούτῳ τῷ κόλπῳ
skylax_syntaxtrees_ud.conllu,6865,6868,Ὀλύντα. αὗται δὲ ,ἀπ’, ἀλλήλων ἀπέχουσι στάδια
skylax_syntaxtrees_ud.conllu,6911,6915,"ἢ ὀλίγῳ πλέον, ",κατὰ, Φάρον καὶ Ἴσσαν.
skylax_syntaxtrees_ud.conllu,7030,7033,Ἑλληνίδες αὗται. πρὶν ,ἐπὶ, τὸν Νάρωνα ποταμὸν
skylax_syntaxtrees_ud.conllu,7091,7094,χώρα ἀνήκει σφόδρα ,εἰς, θάλασσαν. καὶ νῆσος
skylax_syntaxtrees_ud.conllu,7134,7139,τῆς παραλίας χώρας ,ἐγγὺς, ᾗ ὄνομα Μελίτη·
skylax_syntaxtrees_ud.conllu,7172,7177,καὶ ἑτέρα νῆσος ,ἐγγὺς, ταύτης ᾗ ὄνομα
skylax_syntaxtrees_ud.conllu,7313,7316,ἑτέρῳ ἀκρωτηρίῳ καθήκει ,ἐπὶ, τὸν Νάρωνα ποταμόν.
skylax_syntaxtrees_ud.conllu,7337,7340,τὸν Νάρωνα ποταμόν. ,ἀπὸ, δὲ τῆς Μελίτης
skylax_syntaxtrees_ud.conllu,7422,7425,στάδια ηʹ. Μανιοί. ,ἀπὸ, δὲ Νέστων ἐστὶν
skylax_syntaxtrees_ud.conllu,7475,7478,δὲ εἴσπλους ὁ ,εἰς, τὸν Νάρωνά ἐστιν
skylax_syntaxtrees_ud.conllu,7518,7521,στενός· εἰσπλεῖ δὲ ,εἰς, αὐτὸν καὶ τριήρης
skylax_syntaxtrees_ud.conllu,7550,7553,τριήρης καὶ πλοῖα ,εἰς," τὸ ἄνω ἐμπόριον,"
skylax_syntaxtrees_ud.conllu,7578,7581,"ἄνω ἐμπόριον, ἀπέχον ",ἀπὸ, θαλάσσης στάδια πʹ.
skylax_syntaxtrees_ud.conllu,7598,7601,ἀπὸ θαλάσσης στάδια ,πʹ., οὗτοι δέ εἰσιν
skylax_syntaxtrees_ud.conllu,7657,7661,δ’ ἐστὶ τὸ ,εἴσω," τοῦ ἐμπορίου μεγάλη,"
skylax_syntaxtrees_ud.conllu,7702,7705,ἀνήκει ἡ λίμνη ,εἰς," Αὐταριάτας, ἔθνος Ἰλλυρικόν."
skylax_syntaxtrees_ud.conllu,7745,7747,Ἰλλυρικόν. καὶ νῆσος ,ἐν, τῇ λίμνῃ ἔνεστι
skylax_syntaxtrees_ud.conllu,7817,7820,ἐστὶν εὐγέωργος σφόδρα. ,ἀπὸ, δὲ ταύτης τῆς
skylax_syntaxtrees_ud.conllu,7871,7874,ποταμὸς ἀπορρεῖ. καὶ ,ἀπὸ, τοῦ Νάρωνος ἐπὶ
skylax_syntaxtrees_ud.conllu,7887,7890,ἀπὸ τοῦ Νάρωνος ,ἐπὶ, τὸν Ἀρίωνα ποταμὸν
skylax_syntaxtrees_ud.conllu,7929,7932,ἡμέρας ἐστὶ πλοῦς· ,ἀπὸ, δὲ τοῦ Ἀρίωνος
skylax_syntaxtrees_ud.conllu,7948,7951,δὲ τοῦ Ἀρίωνος ,ἐπὶ, τὸν Ῥιζοῦντα ποταμὸν
skylax_syntaxtrees_ud.conllu,8051,8057,"ἐνταῦθα, καὶ ἱερὸν ",ἄπωθεν, τοῦ Ῥιζοῦντος ποταμοῦ.
skylax_syntaxtrees_ud.conllu,8081,8084,τοῦ Ῥιζοῦντος ποταμοῦ. ,ἀπὸ, δὲ τοῦ Ῥιζοῦντος
skylax_syntaxtrees_ud.conllu,8110,8113,τοῦ Ῥιζοῦντος ποταμοῦ ,εἰς, Βουθόην ὁ πλοὺς
skylax_syntaxtrees_ud.conllu,8215,8217,ἐχόμενοι τοῦ Ῥιζοῦντος. ,ἐκ, Βουθόης δὲ εἰς
skylax_syntaxtrees_ud.conllu,8229,8232,ἐκ Βουθόης δὲ ,εἰς," Ἐπίδαμνον, πόλιν Ἑλληνίδα,"
skylax_syntaxtrees_ud.conllu,8355,8357,τὸ Ἰλλυρικὸν ἔθνος ,ἐν, ᾧ ἡ Ἐπίδαμνός
skylax_syntaxtrees_ud.conllu,8390,8394,"ἐστι, καὶ ποταμὸς ",παρὰ," τὴν πόλιν παραρρεῖ,"
skylax_syntaxtrees_ud.conllu,8433,8435,ᾧ ὄνομα Πάλαμνος. ,ἐκ, δὲ Ἐπιδάμνου εἰς
skylax_syntaxtrees_ud.conllu,8449,8452,ἐκ δὲ Ἐπιδάμνου ,εἰς, Ἀπολλωνίαν πόλιν Ἑλληνίδα
skylax_syntaxtrees_ud.conllu,8511,8514,ἡ δὲ Ἀπολλωνία ,ἀπὸ, τῆς θαλάττης ἀπέχει
skylax_syntaxtrees_ud.conllu,8583,8586,παραρρεῖ τὴν πόλιν. ,ἀπὸ, δὲ Ἀπολλωνίας εἰς
skylax_syntaxtrees_ud.conllu,8601,8604,ἀπὸ δὲ Ἀπολλωνίας ,εἰς, Ἀμαντίαν ἐστὶ στάδια
skylax_syntaxtrees_ud.conllu,8650,8653,ὁ Αἴας ποταμὸς ,ἀπὸ, τοῦ Πίνδου ὄρους
skylax_syntaxtrees_ud.conllu,8671,8675,τοῦ Πίνδου ὄρους ,παρὰ, τὴν Ἀπολλωνίαν παραρρεῖ.
skylax_syntaxtrees_ud.conllu,8703,8707,Ἀπολλωνίαν παραρρεῖ. — ,πρὸς, Ὠρικὸν εἴσω μᾶλλον
skylax_syntaxtrees_ud.conllu,8727,8730,Ὠρικὸν εἴσω μᾶλλον ,εἰς, τὸν κόλπον. τῆς
skylax_syntaxtrees_ud.conllu,8763,8766,τῆς Ὠρικίας καθήκει ,εἰς," θάλατταν στάδια πʹ,"
skylax_syntaxtrees_ud.conllu,8810,8813,δὲ Ἀμαντίας στάδια ,ξʹ., Ἄμασιν ὅμοροι ἐν
skylax_syntaxtrees_ud.conllu,8828,8830,ξʹ. Ἄμασιν ὅμοροι ,ἐν, μεσογείᾳ Ἀτιντᾶνες ὑπὲρ
skylax_syntaxtrees_ud.conllu,8850,8854,ἐν μεσογείᾳ Ἀτιντᾶνες ,ὑπὲρ, τῆς Ὠρικίας καὶ
skylax_syntaxtrees_ud.conllu,8878,8883,Ὠρικίας καὶ Καρίας ,μέχρι, Ἰδωνίας. ἐν τῇ
skylax_syntaxtrees_ud.conllu,8893,8895,Καρίας μέχρι Ἰδωνίας. ,ἐν, τῇ Κάστιδι χώρᾳ
skylax_syntaxtrees_ud.conllu,9009,9013,τοὺς βοῦς βουκολεῖν. ,κατὰ, ταῦτά ἐστι τὰ
skylax_syntaxtrees_ud.conllu,9041,9043,τὰ Κεραύνια ὄρη ,ἐν," τῇ ἠπείρῳ, καὶ"
skylax_syntaxtrees_ud.conllu,9065,9069,"ἠπείρῳ, καὶ νῆσος ",παρὰ, ταῦτά ἐστι μικρὰ
skylax_syntaxtrees_ud.conllu,9111,9114,ὄνομα Σάσων. ἐντεῦθεν ,εἰς, Ὠρικὸν πόλιν ἐστὶ
skylax_syntaxtrees_ud.conllu,9235,9240,χώρας. οἵδεἈμαντιεῖς εἰσὶ ,μέχρι, ἐνταῦθα Ἰλλυριοὶ ἀπὸ
skylax_syntaxtrees_ud.conllu,9258,9261,μέχρι ἐνταῦθα Ἰλλυριοὶ ,ἀπὸ, Βουλινῶν. τὸ δὲ
skylax_syntaxtrees_ud.conllu,9308,9311,Ἰονίου κόλπου ἐστὶν ,ἀπὸ, Κεραυνίων ὀρῶν μέχρι
skylax_syntaxtrees_ud.conllu,9327,9332,ἀπὸ Κεραυνίων ὀρῶν ,μέχρι, ἄκρας Ἰαπυγίας. ἐπὶ
skylax_syntaxtrees_ud.conllu,9349,9352,μέχρι ἄκρας Ἰαπυγίας. ,ἐπὶ, δὲ Ὑδρόεντα πόλιν
skylax_syntaxtrees_ud.conllu,9371,9373,δὲ Ὑδρόεντα πόλιν ,ἐν, τῇ Ἰαπυγίᾳ ἀπὸ
skylax_syntaxtrees_ud.conllu,9385,9388,ἐν τῇ Ἰαπυγίᾳ ,ἀπὸ, τῶν Κεραυνίων στάδια
skylax_syntaxtrees_ud.conllu,9499,9501,λιμένες εἰσὶ πολλοὶ ,ἐν, τῷ Ἀδρίᾳ· τὸ
skylax_syntaxtrees_ud.conllu,9621,9625,εὐλίμενος· οἰκοῦσι δὲ ,κατὰ, κώμας οἱ Χάονες.
skylax_syntaxtrees_ud.conllu,9692,9696,ἥμισυ ἡμέρας. Κόρκυρα. ,κατὰ, δὲ Χαονίαν νῆσός
skylax_syntaxtrees_ud.conllu,9745,9747,καὶ πόλις Ἑλληνὶς ,ἐν," αὐτῇ, λιμένας ἔχουσα"
skylax_syntaxtrees_ud.conllu,9775,9779,λιμένας ἔχουσα τρεῖς ,κατὰ, τὴν πόλιν· τούτων
skylax_syntaxtrees_ud.conllu,9839,9842,δὲ Κόρκυρα καὶ ,ἐπὶ, τὴν Θεσπρωτίαν πλεῖον
skylax_syntaxtrees_ud.conllu,9867,9870,Θεσπρωτίαν πλεῖον ἢ ,ἐπὶ, τὴν Χαονίαν. ἐπάνειμι
skylax_syntaxtrees_ud.conllu,9902,9905,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,9948,9952,ὅθεν ἐξετραπόμην. Θεσπρωτοί. ,μετὰ, δὲ Χαονίαν Θεσπρωτοί
skylax_syntaxtrees_ud.conllu,10008,10012,δὲ καὶ οὗτοι ,κατὰ, κώμας· ἔστι δὲ
skylax_syntaxtrees_ud.conllu,10082,10085,ᾧ ὄνομα Ἐλαία· ,εἰς, τοῦτον τὸν λιμένα
skylax_syntaxtrees_ud.conllu,10149,10151,"καὶ λίμνη Ἀχερουσία, ",ἐξ, ἧς ὁ Ἀχέρων
skylax_syntaxtrees_ud.conllu,10229,10233,ἥμισυ ἡμέρας. Κασσωποί. ,μετὰ, δὲ Θεσπρωτίαν Κασσωπία
skylax_syntaxtrees_ud.conllu,10291,10295,δὲ καὶ οὗτοι ,κατὰ, κώμας. παροικοῦσι δὲ
skylax_syntaxtrees_ud.conllu,10323,10326,παροικοῦσι δὲ οὗτοι ,ἕως, εἰς τὸν Ἀνακτορικὸν
skylax_syntaxtrees_ud.conllu,10327,10330,δὲ οὗτοι ἕως ,εἰς, τὸν Ἀνακτορικὸν κόλπον.
skylax_syntaxtrees_ud.conllu,10450,10453,Ἀνακτορικὸς κόλπος ἐστὶν ,ἀπὸ, τοῦ στόματος ἕως
skylax_syntaxtrees_ud.conllu,10467,10470,ἀπὸ τοῦ στόματος ,ἕως, εἰς τὸν μυχὸν
skylax_syntaxtrees_ud.conllu,10471,10474,τοῦ στόματος ἕως ,εἰς, τὸν μυχὸν σταδίων
skylax_syntaxtrees_ud.conllu,10538,10542,σταδίων δʹ. Μολοττία. ,μετὰ, δὲ Κασσωπίαν Μολοττοί
skylax_syntaxtrees_ud.conllu,10595,10599,οἰκοῦσι δὲ οὗτοι ,κατὰ, κώμας· καθήκουσι δὲ
skylax_syntaxtrees_ud.conllu,10620,10624,κώμας· καθήκουσι δὲ ,κατὰ, μικρὸν ἐνταῦθα ἐπὶ
skylax_syntaxtrees_ud.conllu,10640,10643,κατὰ μικρὸν ἐνταῦθα ,ἐπὶ," τὴν θάλατταν, εἰς"
skylax_syntaxtrees_ud.conllu,10658,10661,"ἐπὶ τὴν θάλατταν, ",εἰς, μεσογείαν δὲ πολλῇ.
skylax_syntaxtrees_ud.conllu,10742,10746,σταδίων μʹ. Ἀμβρακία. ,μετὰ, δὲ Μολοττίαν Ἀμβρακία
skylax_syntaxtrees_ud.conllu,10799,10802,ἀπέχει δὲ αὕτη ,ἀπὸ, θαλάττης στάδια πʹ.
skylax_syntaxtrees_ud.conllu,10819,10822,ἀπὸ θαλάττης στάδια ,πʹ., ἔστι δὲ καὶ
skylax_syntaxtrees_ud.conllu,10835,10838,ἔστι δὲ καὶ ,ἐπὶ, θαλάττης τεῖχος καὶ
skylax_syntaxtrees_ud.conllu,10914,10919,Ἑλλὰς συνεχὴς εἶναι ,μέχρι, Πηνειοῦ ποταμοῦ καὶ
skylax_syntaxtrees_ud.conllu,10974,10978,"πόλεως, ἥ ἐστι ",παρὰ, τὸν ποταμόν. παράπλους
skylax_syntaxtrees_ud.conllu,11042,11046,στάδια ρκʹ. Ἀκαρνανία. ,μετὰ, δὲ Ἀμβρακίαν Ἀκαρνανία
skylax_syntaxtrees_ud.conllu,11151,11153,Εὔριπος καὶ Θύρρειον ,ἐν, τῷ κοινῷ. καὶ
skylax_syntaxtrees_ud.conllu,11168,11171,τῷ κοινῷ. καὶ ,ἔξω, τοῦ Ἀμβρακικοῦ κόλπου
skylax_syntaxtrees_ud.conllu,11274,11277,λιμήν· αὕτη ἀνέχει ,ἐπὶ," τὸν Λευκάταν, ὅ"
skylax_syntaxtrees_ud.conllu,11320,11322,ἐστιν ἀκρωτήριον πόρρωθεν ,ἐν, τῇ θαλάττῃ ὁρατόν.
skylax_syntaxtrees_ud.conllu,11424,11426,δὲ στασιάσαντες ἔλαβον ,ἐκ, Κορίνθου ἐποίκους χιλίους·
skylax_syntaxtrees_ud.conllu,11566,11570,τὸν ἰσθμὸν ἀποτεταφρευμένη. ,μετὰ, δὲ ταῦτα πόλις
skylax_syntaxtrees_ud.conllu,11596,11600,πόλις Φαρά. καὶ ,κατὰ, ταῦτα νῆσός ἐστιν
skylax_syntaxtrees_ud.conllu,11646,11650,πόλις καὶ λιμήν. ,μετὰ, ταῦτα νῆσος Κεφαληνία.
skylax_syntaxtrees_ud.conllu,11692,11695,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον, ὅθεν"
skylax_syntaxtrees_ud.conllu,11724,11728,"ἤπειρον, ὅθεν ἀπέλιπον. ",μετὰ," ταῦτα πόλις Ἀλυζία,"
skylax_syntaxtrees_ud.conllu,11753,11757,"πόλις Ἀλυζία, καὶ ",κατὰ," ταύτην νῆσος Κάρνος,"
